,word,gls,stem,affixes,nonfinite.affixes
6660,lis-ibom,fall-dist.pst.1sg,fall,"dist, pst, 1sg",
6661,ʂaʦ-i,get_injured-cv,get_injured,cv,cv
6662,bui,be.pst.3f.sg,be,"pst, 3f, sg",
6663,ʂunɖ-os-aː,hear-pst.2sg-q,hear,"pst, 2sg, q",
6664,bambaːr-i,bomb-cv,bomb,cv,cv
6665,bib-ui,happen-pst.3f.sg,happen,"pst, 3f, sg",
6666,lag-ibua,need-dist.pst.3m.sg,need,"dist, pst, 3m, sg",
6667,lis-itana,fall-prf.3m.sg,fall,"prf, 3m, sg",
6668,ʥa-i,say-cv,say,cv,cv
6669,lik-iɬa,write-nmlz,write,nmlz,
6670,ʥ-ibot,come-dist.pst.3pl,come,"dist, pst, 3pl",
6671,ʥ-i,come-cv,come,cv,cv
6672,tʰanaba,be.prs.3m.sg-irr,be,"prs, 3m, sg, irr",
6673,kʰaː-i,pull_out-cv,pull_out,cv,cv
6674,bui,be.pst.3f.sg,be,"pst, 3f, sg",
6675,ʂunɖ-os-aː,hear-pst.2sg-q,hear,"pst, 2sg, q",
6676,ɬap-i,run-cv,run,cv,cv
6677,ɬap-i,run-cv,run,cv,cv
6678,ʥ-imaːn,come-ptcp.ipf,come,"ptcp, ipf",
6679,bom-ãː,be.pst.1sg-dat,be,"pst, 1sg, dat",
6680,ʥa-us,say-pst.3sg,say,"pst, 3sg",
6681,ʥa,say,say,,
6682,aːjam-ãː,come.pst.1sg-dat,come,"pst, 1sg, dat",
6683,ʥa-us,say-pst.3sg,say,"pst, 3sg",
6684,bambaːr-iaki,bomb,bomb,,
6685,taŋga-itus,throw-prf.3sg,throw,"prf, 3sg",
6686,ʂaʦ-itana,get_injured-prf.3m.sg,get_injured,"prf, 3m, sg",
6687,ʥ-itana,come-prf.3m.sg,come,"prf, 3m, sg",
6688,ʂunɖ-os-aː,hear-pst.2sg-q,hear,"pst, 2sg, q",
6689,lik-awa-us,write-pst.3sg,write,"pst, 3sg",
6690,fed-ui,arrive-pst.3f.sg,arrive,"pst, 3f, sg",
6691,ʂunɖ-os-aː,hear-pst.2sg-q,hear,"pst, 2sg, q",
6692,bui,be.pst.3f.sg,be,"pst, 3f, sg",
6693,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6694,b-ijau,be-opt,be,opt,
6695,ʂunɖ-os-aː,hear-pst.2sg-q,hear,"pst, 2sg, q",
6696,ɬ-imek,give-prs.1pl,give,"prs, 1pl",
6697,bui,be.pst.3f.sg,be,"pst, 3f, sg",
6698,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6699,kʰaː-idaːus,pull_out-dist.pst.3sg,pull_out,"dist, pst, 3sg",
6700,ʐot,eat.pst.3pl,eat,"pst, 3pl",
6701,ʂunɖ-os-aː,hear-pst.2sg-q,hear,"pst, 2sg, q",
6702,bui,be.pst.3f.sg,be,"pst, 3f, sg",
6703,aːn-i,bring-cv,bring,cv,cv
6704,aːn-i,bring-cv,bring,cv,cv
6705,ɬet,give.pst.3pl,give,"pst, 3pl",
6706,bui,be.pst.3f.sg,be,"pst, 3f, sg",
6707,istimaːɬ ke-jet,do.use-pst.3pl,do,"use, pst, 3pl",
6708,ʂunɖ-os-aː,hear-pst.2sg-q,hear,"pst, 2sg, q",
6709,di,go.cv,go,cv,cv
6710,pe-san,sleep-ptcp.pf,sleep,"ptcp, pf",
6711,bua,be.pst.3m.sg,be,"pst, 3m, sg",
6712,bikin-i,sell-cv,sell,cv,cv
6713,dar-i,stay-cv,stay,cv,cv
6714,bui,be.pst.3f.sg,be,"pst, 3f, sg",
6715,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6716,b-imaːn-i,be-prs.3sg,be,"prs, 3sg",
6717,b-imaːn-i,be-prs.3sg,be,"prs, 3sg",
6718,b-imaːn-i,be-prs.3sg,be,"prs, 3sg",
6719,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
6720,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6721,b-imaːn-i,be-prs.3sg,be,"prs, 3sg",
6722,b-imaːn-i,be-prs.3sg,be,"prs, 3sg",
6723,b-imaːn-i,be-prs.3sg,be,"prs, 3sg",
6724,zaːn-ijau,think-opt,think,opt,
6725,b-ima,be-fut.1sg,be,"fut, 1sg",
6726,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
6727,b-itiau,be,be,,
6728,bua,be.pst.3m.sg,be,"pst, 3m, sg",
6729,mir-ua,die-pst.3m.sg,die,"pst, 3m, sg",
6730,mir-ua,die-pst.3m.sg,die,"pst, 3m, sg",
6731,ke-i,do-cv,do,cv,cv
6732,di,go.cv,go,cv,cv
6733,ker-on-ãː,do-pst.3pl-dat,do,"pst, 3pl, dat",
6734,aːn-i,bring-cv,bring,cv,cv
6735,ʂunɖ-osa,hear-pst.2sg,hear,"pst, 2sg",
6736,aːn-i,bring-cv,bring,cv,cv
6737,niʂa-us,sit_caus-pst.3sg,sit_caus,"pst, 3sg",
6738,niʂa-us,sit_caus-pst.3sg,sit_caus,"pst, 3sg",
6739,niʂa-ik-an-a,sit_caus-vn-gen-m,sit_caus,"vn, gen, m",vn
6740,piaːn-on,know-pst.3pl,know,"pst, 3pl",
6741,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6742,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6743,ʥa-idaːus,say-dist.pst.3sg,say,"dist, pst, 3sg",
6744,ʐu-itiba,eat,eat,,
6745,ɬ-imem,give-prs.1sg,give,"prs, 1sg",
6746,daːl-i,tear-cv,tear,cv,cv
6747,daːl-i,tear-cv,tear,cv,cv
6748,taŋga-maːn,throw-prs.3sg,throw,"prs, 3sg",
6749,ke-daːus,do-dist.pst.3sg,do,"dist, pst, 3sg",
6750,ʐu-itiba,eat,eat,,
6751,daːl-itus-e,tear-prf.3sg,tear,"prf, 3sg",
6752,ke-ji,do-cv,do,cv,cv
6753,ke-ji,do-cv,do,cv,cv
6754,tʰaːnek,be.prs.1pl,be,"prs, 1pl",
6755,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6756,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6757,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
6758,tʰanek,be.prs.1pl,be,"prs, 1pl",
6759,ker-imem,do-prs.1sg,do,"prs, 1sg",
6760,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6761,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6762,ke-mek,do-prs.1pl,do,"prs, 1pl",
6763,ʥaː,say.imp,say,imp,
6764,uʂʈa-itu,sow-prf.2sg,sow,"prf, 2sg",
6765,uʂʈa-itu,sow-prf.2sg,sow,"prf, 2sg",
6766,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6767,baːti ke-wa,do.discuss-imp.pl,do,"discuss, imp, pl",
6768,uʂʈa-itok,sow-prf.1pl,sow,"prf, 1pl",
6769,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6770,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6771,kʰuɕ-imet,dig-prs.3pl,dig,"prs, 3pl",
6772,kʰuɕ-i,dig-cv,dig,cv,cv
6773,wo-imet,leave(?)-prs.3pl,leave(?),"prs, 3pl",
6774,baka-met,throw_away-prs.3pl,throw_away,"prs, 3pl",
6775,ke-met,do-prs.3pl,do,"prs, 3pl",
6776,ke-i,do-cv,do,cv,cv
6777,go-met,take-prs.3pl,take,"prs, 3pl",
6778,aːn-i,bring-cv,bring,cv,cv
6779,kʰaː-i,pull_out-cv,pull_out,cv,cv
6780,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6781,ke,do.cv,do,cv,cv
6782,ke-met,do-prs.3pl,do,"prs, 3pl",
6783,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
6784,baka-met,throw_away-prs.3pl,throw_away,"prs, 3pl",
6785,tala-met,put-prs.3pl,put,"prs, 3pl",
6786,ke-met,do-prs.3pl,do,"prs, 3pl",
6787,ke-met,do-prs.3pl,do,"prs, 3pl",
6788,ʂa-met,send-prs.3pl,send,"prs, 3pl",
6789,ʂa-k-i,send-vn-erg/ins,send,"vn, erg/ins",vn
6790,ke-met,do-prs.3pl,do,"prs, 3pl",
6791,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
6792,kʰaː-imet,pull_out-prs.3pl,pull_out,"prs, 3pl",
6793,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
6794,ke-mes,do-prs.2sg,do,"prs, 2sg",
6795,kʰaː-imem,pull_out-prs.1sg,pull_out,"prs, 1sg",
6796,kʰaː-ok,pull_out-pst.1pl,pull_out,"pst, 1pl",
6797,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6798,kʰaː-i,pull_out-cv,pull_out,cv,cv
6799,ke-met,do-prs.3pl,do,"prs, 3pl",
6800,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6801,tala-met,put-prs.3pl,put,"prs, 3pl",
6802,ker-imet,do-prs.3pl,do,"prs, 3pl",
6803,tala-na,put,put,,
6804,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6805,tala-on,put-pst.3pl,put,"pst, 3pl",
6806,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6807,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6808,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6809,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6810,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6811,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6812,b-imet,be-prs.3pl,be,"prs, 3pl",
6813,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6814,ʥaːbaten,say.imp-please,say,"imp, please",
6815,aːn-imet,bring-prs.3pl,bring,"prs, 3pl",
6816,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6817,ke-met,do-prs.3pl,do,"prs, 3pl",
6818,ke-ik-e,do-vn-erg/ins,do,"vn, erg/ins",vn
6819,kʰaː-i,pull_out-cv,pull_out,cv,cv
6820,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6821,tʰɪ-maːn,be-prs.3sg,be,"prs, 3sg",
6822,ga-i,go-cv,go,cv,cv
6823,aːn-imet,bring-prs.3pl,bring,"prs, 3pl",
6824,bikin-imet,sell-prs.3pl,sell,"prs, 3pl",
6825,aːn-i,bring-cv,bring,cv,cv
6826,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6827,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6828,kʰa-ik-an-a,pull_out-vn-gen-m,pull_out,"vn, gen, m",vn
6829,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6830,paʦ-ik-e,be.cooked-vn-erg/ins,be,"cooked, vn, erg/ins",vn
6831,kʰaː-imet,pull_out-prs.3pl,pull_out,"prs, 3pl",
6832,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
6833,bua,be.pst.3m.sg,be,"pst, 3m, sg",
6834,kʰa-i,pull_out-cv,pull_out,cv,cv
6835,baːl-imet,look-prs.3pl,look,"prs, 3pl",
6836,bib-ua,happen-pst.3m.sg,happen,"pst, 3m, sg",
6837,kʰai-met,dig-prs.3pl,dig,"prs, 3pl",
6838,ʥaː,say.imp,say,imp,
6839,naŋga-i,throw-cv,throw,cv,cv
6840,d-imaːn-e,go-prs.3sg,go,"prs, 3sg",
6841,uʂʈa-iton,sow-prf.3pl,sow,"prf, 3pl",
6842,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6843,tʰana-e,be.prs.3m.sg,be,"prs, 3m, sg",
6844,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6845,ʥa-met,say-prs.3pl,say,"prs, 3pl",
6846,di,go.cv,go,cv,cv
6847,leɽa-a,show-imp.sg,show,"imp, sg",
6848,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6849,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6850,kʰai-met,dig-prs.3pl,dig,"prs, 3pl",
6851,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6852,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6853,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6854,paʦ-imaːn,be.cooked-prs.3sg,be,"cooked, prs, 3sg",
6855,paʦ-ua,be.cooked-pst.3m.sg,be,"cooked, pst, 3m, sg",
6856,kʰaːi-met,dig-prs.3pl,dig,"prs, 3pl",
6857,taŋga-met,throw-prs.3pl,throw,"prs, 3pl",
6858,ɬeɬ-imet,harvest-prs.3pl,harvest,"prs, 3pl",
6859,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
6860,ke-met,do-prs.3pl,do,"prs, 3pl",
6861,naŋga-i,throw-cv,throw,cv,cv
6862,tala-met,put-prs.3pl,put,"prs, 3pl",
6863,ʥaːbaten,say.imp-please,say,"imp, please",
6864,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6865,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6866,bui,be.pst.3f.sg,be,"pst, 3f, sg",
6867,uʂʈa-won,sow-pst.3pl,sow,"pst, 3pl",
6868,b-imet,be-prs.3pl,be,"prs, 3pl",
6869,uʂʈa-met,sow-prs.3pl,sow,"prs, 3pl",
6870,ʐu-maːn,eat-prs.3sg,eat,"prs, 3sg",
6871,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6872,bot,be.pst.3pl,be,"pst, 3pl",
6873,ke-met,do-prs.3pl,do,"prs, 3pl",
6874,tala-na,put,put,,
6875,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6876,tala-met,put-prs.3pl,put,"prs, 3pl",
6877,tala-na,put,put,,
6878,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6879,ke-i,do-cv,do,cv,cv
6880,d-imet-aː,go-prs.3pl,go,"prs, 3pl",
6881,d-imaːn,go-prs.3sg,go,"prs, 3sg",
6882,ker-imet,do-prs.3pl,do,"prs, 3pl",
6883,baːl-imet,look-prs.3pl,look,"prs, 3pl",
6884,bua,be.pst.3m.sg,be,"pst, 3m, sg",
6885,ʂuk-ibua,dry-dist.pst.3m.sg,dry,"dist, pst, 3m, sg",
6886,ke-met,do-prs.3pl,do,"prs, 3pl",
6887,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
6888,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
6889,tʰanek,be.prs.1pl,be,"prs, 1pl",
6890,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6891,ʈoŋgaʨala-ik,play-vn,play,vn,vn
6892,ke-mem,do-prs.1sg,do,"prs, 1sg",
6893,ʨala-met,play-prs.3pl,play,"prs, 3pl",
6894,baːl-imek,look-prs.1pl,look,"prs, 1pl",
6895,muʂ-imet,play-prs.3pl,play,"prs, 3pl",
6896,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
6897,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
6898,tʰanek,be.prs.1pl,be,"prs, 1pl",
6899,ʥa,say.imp,say,imp,
6900,niʂ,sit.imp,sit,imp,
6901,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6902,kʰuda-mek,ask-prs.1pl,ask,"prs, 1pl",
6903,ʨala-met,play-prs.3pl,play,"prs, 3pl",
6904,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
6905,tʰi-met,be-prs.3pl,be,"prs, 3pl",
6906,tʰi-met,be-prs.3pl,be,"prs, 3pl",
6907,tala-isan,put-ptcp.pf,put,"ptcp, pf",
6908,tʰi-met,be-prs.3pl,be,"prs, 3pl",
6909,ɕuro ke-maːn,do.start-prs.3sg,do,"start, prs, 3sg",
6910,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
6911,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6912,ʨala-maːn,play-prs.3sg,play,"prs, 3sg",
6913,ʥ-i,come-cv,come,cv,cv
6914,genʈ-i,win-cv,win,cv,cv
6915,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6916,bot,be.pst.3pl,be,"pst, 3pl",
6917,ʨala-met,drive-prs.3pl,drive,"prs, 3pl",
6918,geʈ-imet,win-prs.3pl,win,"prs, 3pl",
6919,ʥ-i,come-cv,come,cv,cv
6920,b-imet,be-prs.3pl,be,"prs, 3pl",
6921,geʈ-imet,win-prs.3pl,win,"prs, 3pl",
6922,ʥ-i,come-cv,come,cv,cv
6923,genʈ-imet,win-prs.3pl,win,"prs, 3pl",
6924,ʨala-i,run-cv,run,cv,cv
6925,genʈ-imaːn,win-prs.3sg,win,"prs, 3sg",
6926,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6927,bui,be.pst.3f.sg,be,"pst, 3f, sg",
6928,ɕuro ke-met,do.start-prs.3pl,do,"start, prs, 3pl",
6929,ɕuro ker-on,do.start-pst.3pl,do,"start, pst, 3pl",
6930,ʨala-met,play-prs.3pl,play,"prs, 3pl",
6931,ʨala-met,play-prs.3pl,play,"prs, 3pl",
6932,ʥ-i,come-cv,come,cv,cv
6933,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6934,bua,be.pst.3m.sg,be,"pst, 3m, sg",
6935,ʨala-maːn,run-prs.3sg,run,"prs, 3sg",
6936,geʈ-imaːn,win-prs.3sg,win,"prs, 3sg",
6937,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6938,ʨala-maːn,run-prs.3sg,run,"prs, 3sg",
6939,ʨala-maːn,run-prs.3sg,run,"prs, 3sg",
6940,bua,be.pst.3m.sg,be,"pst, 3m, sg",
6941,ʨala-maːn,run-prs.3sg,run,"prs, 3sg",
6942,ʨala-i,run-cv,run,cv,cv
6943,genʈ-imaːn,win-prs.3sg,win,"prs, 3sg",
6944,genʈ-us,win-pst.3sg,win,"pst, 3sg",
6945,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6946,ʨala-maːn,run-prs.3sg,run,"prs, 3sg",
6947,genʈ-i,win-cv,win,cv,cv
6948,genʈ-i,win-cv,win,cv,cv
6949,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6950,ʨala-maːn,run-prs.3sg,run,"prs, 3sg",
6951,ba-maːn,can-prs.3sg,can,"prs, 3sg",
6952,ʥa-maːn,say-prs.3sg,say,"prs, 3sg",
6953,niʂa-maːn,sit_caus-prs.3sg,sit_caus,"prs, 3sg",
6954,niʂ-aːn,sit,sit,,
6955,ʨala-met,run-prs.3pl,run,"prs, 3pl",
6956,ke,do.cv,do,cv,cv
6957,ba-maːn,can-prs.3sg,can,"prs, 3sg",
6958,ba-maːn,can-prs.3sg,can,"prs, 3sg",
6959,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6960,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6961,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6962,ʥaː,say.imp,say,imp,
6963,tʰi-met,be-prs.3pl,be,"prs, 3pl",
6964,ʥa-u,say-pst.2sg,say,"pst, 2sg",
6965,tʰi-met,be-prs.3pl,be,"prs, 3pl",
6966,bot,be.pst.3pl,be,"pst, 3pl",
6967,niʂ-ot,sit-pst.3pl,sit,"pst, 3pl",
6968,geʈ-imaːn,win-prs.3sg,win,"prs, 3sg",
6969,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6970,tʰanaː,be.prs.3m.sg,be,"prs, 3m, sg",
6971,ʥaːbaten,say.imp-please,say,"imp, please",
6972,aːn-imaːniu,bring-prs.2pl,bring,"prs, 2pl",
6973,tʰi-met,be-prs.3pl,be,"prs, 3pl",
6974,ʈopala-mek,cover-prs.1pl,cover,"prs, 1pl",
6975,tʰi-met,be-prs.3pl,be,"prs, 3pl",
6976,tʰi-met-aː,be-prs.3pl-q,be,"prs, 3pl, q",
6977,ker-ana,do,do,,
6978,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6979,ʈopala-i,collect-cv,collect,cv,cv
6980,ke-mek,do-prs.1pl,do,"prs, 1pl",
6981,ʐupa-maːniu,make-prs.2pl,make,"prs, 2pl",
6982,ʐupa-mek,make-prs.1pl,make,"prs, 1pl",
6983,aːjat,come.pst.3pl,come,"pst, 3pl",
6984,go-i,take-cv,take,cv,cv
6985,muɕ-imek,play-prs.1pl,play,"prs, 1pl",
6986,ʥaː,say.imp,say,imp,
6987,tʰi-maːn-aː,be-prs.3sg-q,be,"prs, 3sg, q",
6988,muʂ-ik-a,play-vn-obl,play,"vn, obl",vn
6989,b-imaːn,be-prs.3sg,be,"prs, 3sg",
6990,muɕ-imes-e,play-prs.2sg,play,"prs, 2sg",
6991,muɕ-imes-e,play-prs.2sg,play,"prs, 2sg",
6992,muʂ-os,play-pst.2sg,play,"pst, 2sg",
6993,muɕ-i,play-cv,play,cv,cv
6994,ba-mes,can-prs.2sg,can,"prs, 2sg",
6995,b-imet-aː,be-prs.3pl,be,"prs, 3pl",
6996,lag-imet,need-prs.3pl,need,"prs, 3pl",
6997,lag-imet,need-prs.3pl,need,"prs, 3pl",
6998,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
6999,bo,be.pst.2pl,be,"pst, 2pl",
7000,bot,be.pst.3pl,be,"pst, 3pl",
7001,bui,be.pst.3f.sg,be,"pst, 3f, sg",
7002,ʥ-iba,come-fut.3sg,come,"fut, 3sg",
7003,tʰana-a,be.prs.3m.sg,be,"prs, 3m, sg",
7004,lag-imaːn,need-prs.3sg,need,"prs, 3sg",
7005,lag-imaːn,need-prs.3sg,need,"prs, 3sg",
7006,lag-imaːn,need-prs.3sg,need,"prs, 3sg",
7007,lag-imaːn,need-prs.3sg,need,"prs, 3sg",
7008,lag-imaːn,need-prs.3sg,need,"prs, 3sg",
7009,lag-imaːntiba,need-debit.3sg,need,"debit, 3sg",
7010,lag-imaːn-aː,need-prs.3sg,need,"prs, 3sg",
7011,ker-imaːn,do-prs.3sg,do,"prs, 3sg",
7012,baːl-a,look-imp.sg,look,"imp, sg",
7013,geʈ-iton,win-prf.3pl,win,"prf, 3pl",
7014,ʥaːbaten,say.imp-please,say,"imp, please",
7015,geʈ-itus,win-prf.3sg,win,"prf, 3sg",
7016,b-iba,be-fut.3sg,be,"fut, 3sg",
7017,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7018,ʨala-maːn,run-prs.3sg,run,"prs, 3sg",
7019,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
7020,ʥ-i,come-cv,come,cv,cv
7021,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7022,aːja,come.pst.3sg,come,"pst, 3sg",
7023,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7024,tʰi-maːn-aː,be-prs.3sg,be,"prs, 3sg",
7025,ʨala-i,run-cv,run,cv,cv
7026,ba-maːn-aː,can-ptcp.ipf-q,can,"ptcp, ipf, q",
7027,bib-ua,happen-pst.3m.sg,happen,"pst, 3m, sg",
7028,ʨala-maːn,run-prs.3sg,run,"prs, 3sg",
7029,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7030,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7031,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7032,ke-mem,do-prs.1sg,do,"prs, 1sg",
7033,b-isan,be-ptcp.pf,be,"ptcp, pf",
7034,tʰanem,be.prs.1m.sg,be,"prs, 1m, sg",
7035,muʂ-aːwa,play,play,,
7036,muʂ-imet,play-prs.3pl,play,"prs, 3pl",
7037,ʥa-met,say-prs.3pl,say,"prs, 3pl",
7038,baːl-imek,look-prs.1pl,look,"prs, 1pl",
7039,muʂ-imet,play-prs.3pl,play,"prs, 3pl",
7040,baːl-imek,look-prs.1pl,look,"prs, 1pl",
7041,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
7042,muʂ-imet,play-prs.3pl,play,"prs, 3pl",
7043,muʂ-i,play-cv,play,cv,cv
7044,baːl-a,look-imp.sg,look,"imp, sg",
7045,ɬ-iton,give-prf.3pl,give,"prf, 3pl",
7046,ʂaʦ-ui,get_injured-pst.3f.sg,get_injured,"pst, 3f, sg",
7047,bal-a,look-imp.sg,look,"imp, sg",
7048,bui,be.pst.3f.sg,be,"pst, 3f, sg",
7049,gaː-i,carry-cv,carry,cv,cv
7050,b-imaːn,be-prs.3sg,be,"prs, 3sg",
7051,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7052,ʂaʦ-imet,get_injured-prs.3pl,get_injured,"prs, 3pl",
7053,kʰuda-mek,ask-prs.1pl,ask,"prs, 1pl",
7054,muʂ-imet,play-prs.3pl,play,"prs, 3pl",
7055,ʥabaten,say.imp-please,say,"imp, please",
7056,ʂaʦ-ua-a,get_injured-pst.3m.sg,get_injured,"pst, 3m, sg",
7057,ker-us-aː,do-pst.3sg,do,"pst, 3sg",
7058,ʥa-met,say-prs.3pl,say,"prs, 3pl",
7059,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7060,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7061,ke-wa,do-imp.pl,do,"imp, pl",
7062,naŋga-i,throw-cv,throw,cv,cv
7063,tala-i,put-cv,put,cv,cv
7064,ʈopala-i,collect-cv,collect,cv,cv
7065,tala-i,put-cv,put,cv,cv
7066,rat ke-mek,do.take_away-prs.1pl,do,"take_away, prs, 1pl",
7067,ɬ-imek,give-prs.1pl,give,"prs, 1pl",
7068,ʐupa-i,make-cv,make,cv,cv
7069,ʐupa-i,make-cv,make,cv,cv
7070,ke-mek,do-prs.1pl,do,"prs, 1pl",
7071,ga-i,go-cv,go,cv,cv
7072,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7073,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
7074,tʰi-maːn-aː,be-prs.3sg,be,"prs, 3sg",
7075,le-waːn,find-pass,find,pass,
7076,d-imaːn-aː,go-prs.3sg,go,"prs, 3sg",
7077,naŋga-i,throw-cv,throw,cv,cv
7078,tala-i,put-cv,put,cv,cv
7079,ʈopala-i,collect-cv,collect,cv,cv
7080,ɬ-imek,give-prs.1pl,give,"prs, 1pl",
7081,ʐupa-maːniu-aː,make-prs.2pl,make,"prs, 2pl",
7082,tala-maːniu,put-prs.2pl,put,"prs, 2pl",
7083,tal-mek,put-prs.1pl,put,"prs, 1pl",
7084,tala-mek,put-prs.1pl,put,"prs, 1pl",
7085,ker-imaːniu,do-prs.2pl,do,"prs, 2pl",
7086,ke,do.cv,do,cv,cv
7087,ɬ-imek,give-prs.1pl,give,"prs, 1pl",
7088,ke,do.cv,do,cv,cv
7089,ɬ-imaːniu,give-prs.2pl,give,"prs, 2pl",
7090,ʂaʦa-met,injure-prs.3pl,injure,"prs, 3pl",
7091,ʂaʦ-ui,get_injured-pst.3f.sg,get_injured,"pst, 3f, sg",
7092,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7093,ɬ-imet,give-prs.3pl,give,"prs, 3pl",
7094,ʂaʦ-ui,get_injured-pst.3f.sg,get_injured,"pst, 3f, sg",
7095,niɕ-imet,sit-prs.3pl,sit,"prs, 3pl",
7096,muʂ-imaːniu,play-prs.2pl,play,"prs, 2pl",
7097,nahnet-aː,no.3pl-q,no,"3pl, q",
7098,b-imet,be-prs.3pl,be,"prs, 3pl",
7099,ʂaʦ-imet-aː,get_injured-prs.3pl-q,get_injured,"prs, 3pl, q",
7100,ʂaʦ-imet,get_injured-prs.3pl,get_injured,"prs, 3pl",
7101,b-imet,be-prs.3pl,be,"prs, 3pl",
7102,ʂaʦ-ui,get_injured-pst.3f.sg,get_injured,"pst, 3f, sg",
7103,niɕ-imaːn,sit,sit,,
7104,niʂ-imaːn-aː,sit-prs.3sg,sit,"prs, 3sg",
7105,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
