,word,gls,stem,affixes,nonfinite.affixes
18545,daːm-imet,catch-prs.3pl,catch,"prs, 3pl",
18546,nahn-a,no-m,no,m,
18547,tʰi-ba,be-fut.3sg,be,"fut, 3sg",
18548,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18549,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18550,tʰo-imet,put-prs.3pl,put,"prs, 3pl",
18551,tʰo-imet,put-prs.3pl,put,"prs, 3pl",
18552,tʰo-imet,put-prs.3pl,put,"prs, 3pl",
18553,daːm-imet,catch-prs.3pl,catch,"prs, 3pl",
18554,daːm-isan,catch-ptcp.pf,catch,"ptcp, pf",
18555,kʰaː-i,pull_out-cv,pull_out,cv,cv
18556,gaː-imet,carry-prs.3pl,carry,"prs, 3pl",
18557,bui,be.pst.3f.sg,be,"pst, 3f, sg",
18558,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18559,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18560,ʥa-mek,say-prs.1pl,say,"prs, 1pl",
18561,tʰi-ba,be-fut.3sg,be,"fut, 3sg",
18562,tʰi-ba,be-fut.3sg,be,"fut, 3sg",
18563,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18564,niʂ-i,sit-cv,sit,cv,cv
18565,ke-maːn,do-ptcp.ipf,do,"ptcp, ipf",
18566,bok,be.pst.1pl,be,"pst, 1pl",
18567,ke-maːn,do-ptcp.ipf,do,"ptcp, ipf",
18568,bom,be.pst.1sg,be,"pst, 1sg",
18569,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18570,ke-maːntiu,do-debit.2pl,do,"debit, 2pl",
18571,ʈʰek-a,harvest-imp.sg,harvest,"imp, sg",
18572,ke,do.cv,do,cv,cv
18573,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18574,ɬ-a,give-imp.sg,give,"imp, sg",
18575,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18576,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18577,b-iu,be-imp.pl,be,"imp, pl",
18578,b-iu,be-imp.pl,be,"imp, pl",
18579,aŋgas-itina,reach-prf.3m.sg,reach,"prf, 3m, sg",
18580,ʈʰek-imaːn,harvest-prs.3sg,harvest,"prs, 3sg",
18581,ʈʰek-em-aː,harvest-pst.1sg-q,harvest,"pst, 1sg, q",
18582,ʈʰek-a,harvest-imp.sg,harvest,"imp, sg",
18583,ʈʰek-a,harvest-imp.sg,harvest,"imp, sg",
18584,ke,do.cv,do,cv,cv
18585,ʈʰek-imaːnti,harvest-debit.imp,harvest,"debit, imp",
18586,daːm-iɬa,catch-nmlz,catch,nmlz,
18587,tʰinet,be.prs.3pl,be,"prs, 3pl",
18588,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18589,ʈʰek-iɬa,harvest-nmlz,harvest,nmlz,
18590,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18591,ga-i,take-cv,take,cv,cv
18592,gir-imet,turn-prs.3pl,turn,"prs, 3pl",
18593,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18594,ke-maːntiu,do-debit.2pl,do,"debit, 2pl",
18595,laga-maːntiu,engage-debit.2pl,engage,"debit, 2pl",
18596,ke-jiu,do-opt,do,opt,
18597,ʥa-i,say-cv,say,cv,cv
18598,ʥa-mes,say-prs.2sg,say,"prs, 2sg",
18599,aŋgasa-ito,climb_caus-prf.2pl,climb_caus,"prf, 2pl",
18600,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18601,tʰinet,be.prs.3pl,be,"prs, 3pl",
18602,d-iu,go-imp.pl,go,"imp, pl",
18603,ke,do.cv,do,cv,cv
18604,baːl-a,look-imp.sg,look,"imp, sg",
18605,di,go.imp.sg(?),go,"imp, sg(?)",
18606,di,go.imp.sg(?),go,"imp, sg(?)",
18607,di,go.imp.sg(?),go,"imp, sg(?)",
18608,di,go.imp.sg(?),go,"imp, sg(?)",
18609,di,go.imp.sg(?),go,"imp, sg(?)",
18610,di,go.imp.sg(?),go,"imp, sg(?)",
18611,di,go.imp.sg(?),go,"imp, sg(?)",
18612,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18613,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18614,bi,be.cv,be,cv,cv
18615,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18616,daːm-i,catch-cv,catch,cv,cv
18617,daːm-a,hold-imp.sg,hold,"imp, sg",
18618,b-itini,be-prf.3f.sg,be,"prf, 3f, sg",
18619,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18620,ke-met,do-prs.3pl,do,"prs, 3pl",
18621,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18622,ʥa-mes-aː,say-prs.2sg-q,say,"prs, 2sg, q",
18623,di,go.imp.sg(?),go,"imp, sg(?)",
18624,di,go.imp.sg(?),go,"imp, sg(?)",
18625,ʈʰek-a-i,harvest-imp.sg,harvest,"imp, sg",
18626,niɕ-i,sit-cv,sit,cv,cv
18627,ke-tu,do-prf.2sg,do,"prf, 2sg",
18628,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18629,naɕ-imet,damage-prs.3pl,damage,"prs, 3pl",
18630,ker-a,do-imp.sg,do,"imp, sg",
18631,ker-a,do-imp.sg,do,"imp, sg",
18632,saːt-iu,maintain-imp.pl,maintain,"imp, pl",
18633,bo,be.imp,be,imp,
18634,ɬema-aː,give.fut.1sg-q,give,"fut, 1sg, q",
18635,ɬ-a-ː,give-imp.sg,give,"imp, sg",
18636,ɬ-a,give-imp.sg,give,"imp, sg",
18637,ɬ-a,give-imp.sg,give,"imp, sg",
18638,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
18639,lis-ui,fall-pst.3f.sg,fall,"pst, 3f, sg",
18640,lis-is,fall-proh,fall,proh,
18641,ʈʰek-ik,harvest-vn,harvest,vn,vn
18642,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18643,tala-na,put-nonfin.debit,put,"nonfin, debit",
18644,b-imaːn,be-prs.3sg,be,"prs, 3sg",
18645,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18646,naɕ-imaːn,spoil-prs.3sg,spoil,"prs, 3sg",
18647,ker-a,do-imp.sg,do,"imp, sg",
18648,baka-ika,throw_away-fut.1pl,throw_away,"fut, 1pl",
18649,ʥa-mes-aː,say-prs.2sg-q,say,"prs, 2sg, q",
18650,ke-ji,do-cv,do,cv,cv
18651,naŋga-i,throw-cv,throw,cv,cv
18652,tala-i,put-cv,put,cv,cv
18653,duwa-i,wash-cv,wash,cv,cv
18654,ʐu-wana,eat-nonfin.debit,eat,"nonfin, debit",
18655,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18656,ɬi,give.cv,give,cv,cv
18657,ɬi,give.cv,give,cv,cv
18658,ɬi,give.cv,give,cv,cv
18659,ɬi,give.cv,give,cv,cv
18660,tala-i,put-cv,put,cv,cv
18661,di,go.imp.sg(?),go,"imp, sg(?)",
18662,di,go.imp.sg(?),go,"imp, sg(?)",
18663,di,go.imp.sg(?),go,"imp, sg(?)",
18664,di,go.imp.sg(?),go,"imp, sg(?)",
18665,ʥ-a,come-imp.sg,come,"imp, sg",
18666,di,go.imp.sg(?),go,"imp, sg(?)",
18667,di,go.imp.sg(?),go,"imp, sg(?)",
18668,bo,be.imp,be,imp,
18669,daːm-imes,catch-prs.2sg,catch,"prs, 2sg",
18670,ker-a,do-imp.sg,do,"imp, sg",
18671,b-imaːn,be-prs.3sg,be,"prs, 3sg",
18672,tala-i,put-cv,put,cv,cv
18673,ke-sa,do-fut.2pl,do,"fut, 2pl",
18674,ke,do.cv,do,cv,cv
18675,daːm-iu,catch-imp.pl,catch,"imp, pl",
18676,paʦ-itini,be.cooked-prf.3f.sg,be,"cooked, prf, 3f, sg",
18677,ʈʰek-i,harvest-cv,harvest,cv,cv
18678,zaːn-imem,know.how-prs.1sg,know,"how, prs, 1sg",
18679,tʰinet,be.prs.3pl,be,"prs, 3pl",
18680,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18681,ʥa-met,say-prs.3pl,say,"prs, 3pl",
18682,b-itini,be-prf.3f.sg,be,"prf, 3f, sg",
18683,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18684,ker-i,do-cv,do,cv,cv
18685,tʰ-imet,be-prs.3pl,be,"prs, 3pl",
18686,baːl-a,look-imp.sg,look,"imp, sg",
18687,leɪ,harvest,harvest,,
18688,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18689,b-itana,be-prf.3m.sg,be,"prf, 3m, sg",
18690,ʈʰek-aːwa,harvest-inf,harvest,inf,
18691,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18692,aŋgas-i,climb-cv,climb,cv,cv
18693,ʈʰek-i,harvest-cv,harvest,cv,cv
18694,naŋga-i,throw-cv,throw,cv,cv
18695,tala-i,put-cv,put,cv,cv
18696,ɬeɽa-i,cool_down-cv,cool_down,cv,cv
18697,ʐu-met,eat-prs.3pl,eat,"prs, 3pl",
18698,ke,do.cv,do,cv,cv
18699,ke-i,do-cv,do,cv,cv
18700,ke-i,do-cv,do,cv,cv
18701,ke-met,do-prs.3pl,do,"prs, 3pl",
18702,ke-met,do-prs.3pl,do,"prs, 3pl",
18703,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18704,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18705,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18706,tʰ-imek,be-prs.1pl,be,"prs, 1pl",
18707,nes-ui,come_out-pst.3f.sg,come_out,"pst, 3f, sg",
18708,aŋgas-os,reach-pst.2sg,reach,"pst, 2sg",
18709,luɕ-imaːn,burn-prs.3sg,burn,"prs, 3sg",
18710,tala-i,put-cv,put,cv,cv
18711,pe-san,sleep-ptcp.pf,sleep,"ptcp, pf",
18712,tʰ-imek,be-prs.1pl,be,"prs, 1pl",
18713,ɬ-ik-a,give-vn-obl,give,"vn, obl",vn
18714,ʈʰek-a,shed-imp.sg,shed,"imp, sg",
18715,ʥ-a,come-imp.sg,come,"imp, sg",
18716,naŋg,get_off.imp.sg,get_off,"imp, sg",
18717,ʥ-aː,come-imp.sg,come,"imp, sg",
18718,naŋg,get_off.imp.sg,get_off,"imp, sg",
18719,ʥ-aː,come-imp.sg,come,"imp, sg",
18720,naŋg,get_off.imp.sg,get_off,"imp, sg",
18721,ʥ-aː,come-imp.sg,come,"imp, sg",
18722,ʥ-a,come-imp.sg,come,"imp, sg",
18723,naŋg,get_off.imp.sg,get_off,"imp, sg",
18724,laŋga-a,put_down-imp.sg,put_down,"imp, sg",
18725,laŋga-a,put_down-imp.sg,put_down,"imp, sg",
18726,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18727,ʥ-a-i,come-imp.sg,come,"imp, sg",
18728,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
18729,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
18730,naŋg,get_off.imp.sg,get_off,"imp, sg",
18731,ʥ-ai,come-imp.sg,come,"imp, sg",
18732,tala-a,put-imp.sg,put,"imp, sg",
18733,tala-a,put-imp.sg,put,"imp, sg",
18734,tala-a,put-imp.sg,put,"imp, sg",
18735,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18736,ɬ-a,give-imp.sg,give,"imp, sg",
18737,tala-ika,put-fut.1pl,put,"fut, 1pl",
18738,ɬ-a,give-imp.sg,give,"imp, sg",
18739,naʰnet,no.3pl,no,3pl,
18740,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18741,laŋg,get_off.imp.sg,get_off,"imp, sg",
18742,ʥa-a,say-imp.sg,say,"imp, sg",
18743,naŋga-i,throw-cv,throw,cv,cv
18744,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18745,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18746,tala-i,put-cv,put,cv,cv
18747,wo-itok,leave-prf.1pl,leave,"prf, 1pl",
18748,ɬeɽa-i,cool_down-cv,cool_down,cv,cv
18749,ʐu-wana,eat-nonfin.debit,eat,"nonfin, debit",
18750,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18751,aŋgasa-idaːok,climb_caus-dist.pst.1pl,climb_caus,"dist, pst, 1pl",
18752,ʈʰek-i,harvest-cv,harvest,cv,cv
18753,ɬeɽa-i,show-cv,show,cv,cv
18754,ɬeɽa-ik,show-vn,show,vn,vn
18755,diu,go.imp.pl,go,"imp, pl",
18756,diu,go.imp.pl,go,"imp, pl",
18757,ker-iu,do-imp.pl,do,"imp, pl",
18758,ʥa-a,say-imp.sg,say,"imp, sg",
18759,di,go.imp.sg(?),go,"imp, sg(?)",
18760,ker-iu,do-imp.pl,do,"imp, pl",
18761,ker-iu,do-imp.pl,do,"imp, pl",
18762,ʥa-maːn,say-prs.3sg,say,"prs, 3sg",
18763,ɬeɽa-ika,cool_down-fut.1pl,cool_down,"fut, 1pl",
18764,ɬeɽa-i,cool_down-cv,cool_down,cv,cv
18765,ʦʰaːn-i,squeeze-cv,squeeze,cv,cv
18766,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18767,ɬeɽa-ok,cool_down-pst.1pl,cool_down,"pst, 1pl",
18768,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18769,ʥa-mes,say-prs.2sg,say,"prs, 2sg",
18770,ker-ana,do-nonfin.debit,do,"nonfin, debit",
18771,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18772,ke,do.cv,do,cv,cv
18773,duwa-i,wash-cv,wash,cv,cv
18774,ɬi,give.cv,give,cv,cv
18775,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18776,tala-u,put-imp.pl,put,"imp, pl",
18777,ʥa-a,say-imp.sg,say,"imp, sg",
18778,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18779,ʂuka-i,dry_caus-cv,dry_caus,cv,cv
18780,bikin-u,sell-pst.2sg,sell,"pst, 2sg",
18781,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18782,bikin-aːn,sell-pass,sell,pass,
18783,d-imaːn,go-prs.3sg,go,"prs, 3sg",
18784,ʥa-met,say-prs.3pl,say,"prs, 3pl",
18785,b-imaːn,be-prs.3sg,be,"prs, 3sg",
18786,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18787,ʐu-i,eat-cv,eat,cv,cv
18788,ba-mes,can-prs.2sg,can,"prs, 2sg",
18789,ʂuka-i,dry_caus-cv,dry_caus,cv,cv
18790,ʐu-i,eat-cv,eat,cv,cv
18791,ba-mes,can-prs.2sg,can,"prs, 2sg",
18792,ʐu-i,eat-cv,eat,cv,cv
18793,ba-asa,can-fut.2sg,can,"fut, 2sg",
18794,ker-iu,do-imp.pl,do,"imp, pl",
18795,ke-jiu,do-imp.pl,do,"imp, pl",
18796,ke-maːntiu,do-debit.2pl,do,"debit, 2pl",
18797,tʰo-wa,put-imp.sg,put,"imp, sg",
18798,ʥ-a,come-imp.sg,come,"imp, sg",
18799,ʥa-maːn,say-prs.3sg,say,"prs, 3sg",
18800,ʥ-iu,come-imp.pl,come,"imp, pl",
18801,niʂ-iu,sit-imp.pl,sit,"imp, pl",
18802,niɕ-iu,sit-imp.pl,sit,"imp, pl",
18803,ʥa-i,say-cv,say,cv,cv
18804,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18805,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18806,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18807,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18808,tala-a,put-imp.sg,put,"imp, sg",
18809,ke-jiu,do-imp.pl,do,"imp, pl",
18810,ke-jiu,do-imp.pl,do,"imp, pl",
18811,ke-jiu,do-imp.pl,do,"imp, pl",
18812,b-imes-aː,be-prs.2sg-q,be,"prs, 2sg, q",
18813,laga-u,install-imp.pl,install,"imp, pl",
18814,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18815,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18816,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18817,ɬi,give.cv,give,cv,cv
18818,di,go.cv,go,cv,cv
18819,gait,go.pst.3pl,go,"pst, 3pl",
18820,ʥa-u-uː,say-pst.2sg,say,"pst, 2sg",
18821,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18822,ke-tum,do-prf.1sg,do,"prf, 1sg",
18823,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18824,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18825,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
18826,bok,be.pst.1pl,be,"pst, 1pl",
18827,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18828,bui,be.pst.3f.sg,be,"pst, 3f, sg",
18829,paʦ-imet,ripen-prs.3pl,ripen,"prs, 3pl",
18830,tʰanet,be.prs.3pl,be,"prs, 3pl",
18831,bok,be.pst.1pl,be,"pst, 1pl",
18832,ker-ik-ãː,do-vn-dat,do,"vn, dat",vn
18833,ga-ik,go-pst.1pl,go,"pst, 1pl",
18834,niɕ-i,sit-cv,sit,cv,cv
18835,aːn-idaːon,bring-dist.pst.3pl,bring,"dist, pst, 3pl",
18836,tʰo-idaːon,put-dist.pst.3pl,put,"dist, pst, 3pl",
18837,ʥa-met,say-prs.3pl,say,"prs, 3pl",
18838,ʥa-met,say-prs.3pl,say,"prs, 3pl",
18839,ʥa-met,say-prs.3pl,say,"prs, 3pl",
18840,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18841,aːn-i,bring-cv,bring,cv,cv
18842,tʰo-idaːon,put-dist.pst.3pl,put,"dist, pst, 3pl",
18843,ke-ji,do-cv,do,cv,cv
18844,naŋga-i,throw-cv,throw,cv,cv
18845,taŋga-i,throw-cv,throw,cv,cv
18846,wo-idaːon,leave-dist.pst.3pl,leave,"dist, pst, 3pl",
18847,bot,be.pst.3pl,be,"pst, 3pl",
18848,ʥ-i,come-cv,come,cv,cv
18849,ʈopal-i,gather-cv,gather,cv,cv
18850,ʥa-on,say-pst.3pl,say,"pst, 3pl",
18851,ʈʰek-i,harvest-cv,harvest,cv,cv
18852,foʈa-mek,break-prs.1pl,break,"prs, 1pl",
18853,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
18854,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18855,tʰinet,be.prs.3pl,be,"prs, 3pl",
18856,ʈopala-i,collect-cv,collect,cv,cv
18857,ga-ik,go-pst.1pl,go,"pst, 1pl",
18858,aŋgas-ok,climb-pst.1pl,climb,"pst, 1pl",
18859,aŋgas-ot,reach-pst.3pl,reach,"pst, 3pl",
18860,daːm-imaːn,hold-ptcp.ipf,hold,"ptcp, ipf",
18861,bot,be.pst.3pl,be,"pst, 3pl",
18862,ʥa-maːntiu,say-debit.2pl,say,"debit, 2pl",
18863,ʈʰek-i,shed-cv,shed,cv,cv
18864,ʥ-i,come-cv,come,cv,cv
18865,ʐup-ibui,become-dist.pst.3f.sg,become,"dist, pst, 3f, sg",
18866,ʈopal-i,gather-cv,gather,cv,cv
18867,ker-ana,do-nonfin.debit,do,"nonfin, debit",
18868,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18869,ʐu-i,eat-cv,eat,cv,cv
18870,laga-i,engage-cv,engage,cv,cv
18871,bua-ãː,be.pst.3m.sg-dat,be,"pst, 3m, sg, dat",
18872,tʰo-isan,put-ptcp.pf,put,"ptcp, pf",
18873,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18874,ʥ-a,come-imp.sg,come,"imp, sg",
18875,ke-ok,do-pst.1pl,do,"pst, 1pl",
18876,bom,be.pst.1sg,be,"pst, 1sg",
18877,ke-wa,do-imp.sg,do,"imp, sg",
18878,ke-wa,do-imp.sg,do,"imp, sg",
18879,ke-wa,do-imp.sg,do,"imp, sg",
18880,ʦʰin-imaːnti,cut-debit.2pl,cut,"debit, 2pl",
18881,foʈa-ik,break(the.fast)-vn,break(the,"fast), vn",vn
18882,bua-ãː,be.pst.3m.sg-dat,be,"pst, 3m, sg, dat",
18883,bot,be.pst.3pl,be,"pst, 3pl",
18884,koʦ-ok,ask-pst.1pl,ask,"pst, 1pl",
18885,niɕ-i,sit-cv,sit,cv,cv
18886,foʈa-i,break(the.fast)-cv,break(the,"fast), cv",cv
18887,ʐu-i,eat-cv,eat,cv,cv
18888,foʈa-ik,break(the.fast)-vn,break(the,"fast), vn",vn
18889,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18890,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18891,bot,be.pst.3pl,be,"pst, 3pl",
18892,bot,be.pst.3pl,be,"pst, 3pl",
18893,foʈa-i,break(the.fast)-cv,break(the,"fast), cv",cv
18894,d-imek,go-prs.1pl,go,"prs, 1pl",
18895,ʥa-on,say-pst.3pl,say,"pst, 3pl",
18896,d-imaːn,go-ptcp.ipf,go,"ptcp, ipf",
18897,bok-ãː,be.pst.1pl-dat,be,"pst, 1pl, dat",
18898,ʥa-on,say-pst.3pl,say,"pst, 3pl",
18899,ke-ji,do-cv,do,cv,cv
18900,bui,be.pst.3f.sg,be,"pst, 3f, sg",
18901,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18902,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18903,ke-ji,do-cv,do,cv,cv
18904,tala-i,put-cv,put,cv,cv
18905,ke-ji,do-cv,do,cv,cv
18906,bua-ãː,be.pst.3m.sg-dat,be,"pst, 3m, sg, dat",
18907,ga-ik,go-pst.1pl,go,"pst, 1pl",
18908,ke-to,do-prf.2pl,do,"prf, 2pl",
18909,ker-o,do-pst.2pl,do,"pst, 2pl",
18910,ʥa-a,say-imp.sg,say,"imp, sg",
18911,ker-ok,do-pst.1pl,do,"pst, 1pl",
18912,ker-i,do-cv,do,cv,cv
18913,ʐu-nok,eat-pst.1pl,eat,"pst, 1pl",
18914,zaːn-imet,think-prs.3pl,think,"prs, 3pl",
18915,ʥa-on,say-pst.3pl,say,"pst, 3pl",
18916,ke-ika,do-fut.1pl,do,"fut, 1pl",
18917,ʐu-i,eat-cv,eat,cv,cv
18918,ke-ika,do-fut.1pl,do,"fut, 1pl",
18919,bui,be.pst.3f.sg,be,"pst, 3f, sg",
18920,ke-ik,do-vn,do,vn,vn
18921,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18922,b-imaːn,be-ptcp.ipf,be,"ptcp, ipf",
18923,bot,be.pst.3pl,be,"pst, 3pl",
18924,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18925,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18926,uʂʈ-ana,get_up-nonfin.debit,get_up,"nonfin, debit",
18927,bua,be.pst.3m.sg,be,"pst, 3m, sg",
18928,pe-jik,sleep-vn,sleep,vn,vn
18929,uʂʈ-ik,get_up-pst.1pl,get_up,"pst, 1pl",
18930,niɕ-i,sit-cv,sit,cv,cv
18931,ga-ik,go-pst.1pl,go,"pst, 1pl",
18932,ke-maːn,do-ptcp.ipf,do,"ptcp, ipf",
18933,bok,be.pst.1pl,be,"pst, 1pl",
18934,ke-i,do-cv,do,cv,cv
18935,ke,do.cv,do,cv,cv
18936,ke,do.cv,do,cv,cv
18937,pe-mek,sleep-prs.1pl,sleep,"prs, 1pl",
18938,luk-o-waː,have.tea-pst.2pl-q,have,"tea, pst, 2pl, q",
18939,nahn-a-aː,no-m-q,no,"m, q",
18940,ʐu-mes,eat-prs.2sg,eat,"prs, 2sg",
18941,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18942,tʰ-imaːn,be-prs.3sg,be,"prs, 3sg",
18943,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
18944,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
18945,ʐu-ik,eat-vn,eat,vn,vn
18946,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
18947,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
18948,p-imem,drink-prs.1sg,drink,"prs, 1sg",
18949,ɬ-a,give-imp.sg,give,"imp, sg",
18950,pi,drink.imp.sg,drink,"imp, sg",
